Sample_Names	Total_Mutations	Cosine_similarity	L1_Norm	L1_Norm_%	100-L1_Norm_%	L2_Norm	L2_Norm_%	100-L2_Norm_%	KL_Divergence	Correlation
Liver-HCC@SP50129	9602	0.967	2335.786	24.326	75.674	321.707	25.965	74.035	0.0526	0.918
Liver-HCC@SP99153	7971	0.977	1648.762	20.685	79.315	247.355	21.452	78.548	0.0377	0.954
Liver-HCC@SP99157	8810	0.945	2786.509	31.629	68.371	383.986	34.098	65.902	0.0786	0.86
Liver-HCC@SP99161	7892	0.962	2135.071	27.054	72.946	279.905	27.958	72.042	0.0629	0.896
Liver-HCC@SP99165	11398	0.961	3031.732	26.599	73.401	414.925	28.053	71.947	0.0582	0.901
Liver-HCC@SP50131	18844	0.98	3647.887	19.358	80.642	483.89	20.082	79.918	0.0353	0.943
Liver-HCC@SP50133	7495	0.976	1625.788	21.692	78.30799999999999	229.689	22.216	77.78399999999999	0.0438	0.949
Liver-HCC@SP99169	6902	0.945	2202.051	31.905	68.095	318.543	33.15	66.85	0.0873	0.881
Liver-HCC@SP50135	10654	0.973	2444.769	22.947	77.053	323.608	22.949	77.051	0.0415	0.933
Liver-HCC@SP50137	4022	0.96	1093.035	27.176	72.824	148.159	28.688	71.312	0.0589	0.897
Liver-HCC@SP99173	18933	0.967	4755.322	25.117	74.883	642.264	25.411	74.589	0.0512	0.921
Liver-HCC@SP99177	13281	0.96	3551.203	26.739	73.261	550.958	29.534	70.46600000000001	0.0703	0.921
Liver-HCC@SP99181	11523	0.967	2977.152	25.837	74.163	386.645	25.559	74.441	0.0495	0.915
Liver-HCC@SP50139	6473	0.945	2152.7	33.257	66.743	280.737	32.763	67.237	0.0831	0.859
Liver-HCC@SP107010	13874	0.955	4085.915	29.45	70.55	542.044	30.414	69.586	0.0801	0.882
Liver-HCC@SP99189	7922	0.93	2891.369	36.498	63.502	376.551	37.15	62.85	0.0963	0.803
Liver-HCC@SP50141	2029	0.883	911.478	44.923	55.077	130.078	47.913	52.087	0.1722	0.711
Liver-HCC@SP99193	9322	0.965	2459.61	26.385	73.615	342.372	26.526	73.474	0.0633	0.926
Liver-HCC@SP50145	7202	0.971	1652.645	22.947	77.053	224.705	24.441	75.559	0.0437	0.921
Liver-HCC@SP50147	15961	0.962	3863.991	24.209	75.791	553.107	27.421	72.57900000000001	0.0492	0.89
Liver-HCC@SP107012	44121	0.95	13530.756	30.667	69.333	2192.808	31.672	68.328	0.1052	0.914
Liver-HCC@SP50149	12402	0.963	3452.943	27.842	72.158	452.191	27.489	72.511	0.0696	0.909
Liver-HCC@SP107017	8082	0.969	1798.579	22.254	77.746	249.589	24.97	75.03	0.0396	0.906
Liver-HCC@SP107019	10243	0.971	2238.481	21.854	78.146	307.643	24.038	75.962	0.0438	0.916
Liver-HCC@SP107023	8724	0.982	1544.288	17.702	82.298	208.82	18.789	81.211	0.0327	0.951
Liver-HCC@SP50151	10518	0.961	2800.197	26.623	73.377	381.546	28.196	71.804	0.0613	0.896
Liver-HCC@SP50153	17471	0.966	4749.944	27.188	72.812	666.563	26.253	73.747	0.0646	0.934
Liver-HCC@SP99197	23488	0.974	4659.39	19.837	80.163	677.691	23.257	76.743	0.0443	0.923
Liver-HCC@SP50155	18772	0.96	4964.257	26.445	73.555	702.108	28.81	71.19	0.0708	0.903
Liver-HCC@SP99201	5285	0.948	1593.55	30.152	69.848	214.926	32.483	67.517	0.0743	0.845
Liver-HCC@SP50157	8883	0.97	2184.026	24.587	75.413	283.002	24.822	75.178	0.0472	0.919
Liver-HCC@SP99205	9516	0.939	3379.686	35.516	64.48400000000001	454.491	35.682	64.318	0.0944	0.863
Liver-HCC@SP50159	12076	0.974	2473.926	20.486	79.514	343.462	22.694	77.306	0.0362	0.925
Liver-HCC@SP50161	17709	0.96	4821.115	27.224	72.776	653.399	28.581	71.419	0.0641	0.899
Liver-HCC@SP107025	13066	0.969	3488.108	26.696	73.304	476.682	25.921	74.07900000000001	0.0656	0.941
Liver-HCC@SP107028	10439	0.967	2550.249	24.43	75.57	358.413	25.422	74.578	0.0502	0.922
Liver-HCC@SP50163	14323	0.97	3289.779	22.969	77.031	487.134	24.499	75.501	0.0423	0.935
Liver-HCC@SP99217	6262	0.944	2009.201	32.086	67.914	278.35	33.082	66.918	0.0816	0.861
Liver-HCC@SP50165	13273	0.964	3485.492	26.26	73.74	470.085	26.634	73.366	0.0541	0.913
Liver-HCC@SP107030	10174	0.975	2208.312	21.705	78.295	299.613	22.314	77.686	0.0406	0.938
Liver-HCC@SP50167	13750	0.976	2919.26	21.231	78.769	395.63	22.03	77.97	0.0401	0.938
Liver-HCC@SP99229	6587	0.973	1465.385	22.247	77.753	196.386	23.414	76.586	0.0415	0.924
Liver-HCC@SP99233	7334	0.974	1631.613	22.247	77.753	210.434	22.718	77.282	0.0443	0.926
Liver-HCC@SP107032	5054	0.933	1779.706	35.214	64.786	251.571	36.352	63.648	0.1144	0.847
Liver-HCC@SP50169	17862	0.975	3876.326	21.702	78.298	523.269	22.382	77.618	0.0375	0.934
Liver-HCC@SP50171	17730	0.977	3712.014	20.936	79.064	506.418	21.361	78.639	0.0369	0.946
Liver-HCC@SP50173	10374	0.958	2965.346	28.584	71.416	390.06	29.106	70.894	0.064	0.893
Liver-HCC@SP50175	4180	0.898	1928.565	46.138	53.862	252.329	44.584	55.416	0.1498	0.753
Liver-HCC@SP107034	8923	0.969	2399.379	26.89	73.11	314.379	25.838	74.162	0.065	0.935
Liver-HCC@SP50179	11440	0.97	2554.184	22.327	77.673	376.743	24.407	75.593	0.0458	0.929
Liver-HCC@SP99237	7427	0.978	1346.928	18.136	81.864	192.107	21.174	78.826	0.0377	0.928
Liver-HCC@SP107037	12318	0.959	3440.964	27.934	72.066	446.087	28.439	71.561	0.0588	0.881
Liver-HCC@SP107041	8709	0.966	2225.567	25.555	74.445	310.079	26.571	73.429	0.0558	0.922
Liver-HCC@SP50181	10380	0.965	2737.795	26.376	73.624	364.977	26.563	73.437	0.06	0.912
Liver-HCC@SP99249	7970	0.974	1719.123	21.57	78.43	234.902	22.798	77.202	0.0422	0.929
Liver-HCC@SP99253	11933	0.966	2957.5	24.784	75.21600000000001	406.322	27.223	72.777	0.0563	0.91
Liver-HCC@SP50183	20347	0.908	8624.942	42.389	57.611	1163.953	42.254	57.746	0.1267	0.779
Liver-HCC@SP99257	18200	0.979	3407.895	18.725	81.275	501.019	20.329	79.67099999999999	0.034	0.951
Liver-HCC@SP107044	5860	0.967	1454.66	24.824	75.176	196.7	25.83	74.17	0.0515	0.918
Liver-HCC@SP50185	7998	0.969	1834.846	22.941	77.059	245.295	24.714	75.286	0.0425	0.904
Lung-AdenoCA@SP53460	53534	0.983	9867.739	18.433	81.56700000000001	1503.715	18.596	81.404	0.0346	0.968
Lung-AdenoCA@SP50827	40159	0.992	4823.012	12.01	87.99	774.631	12.951	87.049	0.0143	0.984
Lung-AdenoCA@SP50263	10313	0.979	2004.77	19.439	80.561	275.087	20.353	79.64699999999999	0.0373	0.948
Lung-AdenoCA@SP50317	16156	0.996	2216.675	13.72	86.28	297.105	9.23	90.77	0.0292	0.994
Lung-AdenoCA@SP54113	110327	0.985	17799.892	16.134	83.866	2651.929	17.313	82.687	0.0228	0.968
Lung-AdenoCA@SP50406	587	0.932	242.146	41.251	58.749	35.807	37.156	62.844	0.1656	0.89
Lung-AdenoCA@SP51824	24299	0.991	3532.375	14.537	85.463	466.123	13.959	86.041	0.0183	0.98
Lung-AdenoCA@SP55387	20258	0.973	4494.267	22.185	77.815	710.271	23.303	76.697	0.04	0.949
Lung-AdenoCA@SP52779	38395	0.986	5419.47	14.115	85.885	962.041	16.681	83.319	0.0159	0.974
Lung-AdenoCA@SP55235	113803	0.987	18135.897	15.936	84.064	2569.828	16.16	83.84	0.0226	0.973
Lung-AdenoCA@SP50713	14053	0.992	2029.968	14.445	85.555	299.252	12.481	87.519	0.0204	0.988
Lung-AdenoCA@SP50611	53404	0.986	8865.131	16.6	83.4	1373.677	16.524	83.476	0.0334	0.976
Lung-AdenoCA@SP50485	2322	0.963	589.281	25.378	74.622	92.997	27.214	72.786	0.0643	0.927
Lung-AdenoCA@SP51037	4261	0.969	1181.316	27.724	72.276	158.961	24.625	75.375	0.0651	0.943
Lung-AdenoCA@SP55142	157043	0.989	23108.235	14.715	85.285	3482.105	15.14	84.86	0.0207	0.978
Lung-AdenoCA@SP53387	42320	0.993	5888.498	13.914	86.086	918.873	11.719	88.281	0.0203	0.99
Lung-AdenoCA@SP54745	47720	0.991	8505.472	17.824	82.176	1213.702	13.111	86.889	0.037	0.988
Lung-AdenoCA@SP52284	5233	0.969	1164.283	22.249	77.751	170.278	24.563	75.437	0.0438	0.923
Lung-AdenoCA@SP53618	61322	0.983	10864.664	17.717	82.283	1783.946	18.394	81.606	0.0277	0.971
Lung-AdenoCA@SP52232	25936	0.984	4540.38	17.506	82.494	677.16	18.137	81.863	0.0283	0.967
Lung-AdenoCA@SP50412	2099	0.943	672.15	32.022	67.97800000000001	95.585	34.331	65.669	0.0862	0.865
Lung-AdenoCA@SP50321	12669	0.976	2551.955	20.143	79.857	405.053	21.74	78.26	0.0331	0.954
Lung-AdenoCA@SP53548	10088	0.985	2536.912	25.148	74.852	377.501	17.122	82.878	0.0647	0.981
Lung-AdenoCA@SP55004	568	0.944	195.244	34.374	65.626	27.076	33.039	66.961	0.1186	0.885
Lung-AdenoCA@SP56079	48259	0.993	5581.099	11.565	88.435	843.278	11.913	88.087	0.0124	0.986
Lung-AdenoCA@SP56168	33038	0.998	3799.874	11.502	88.498	544.798	5.931	94.069	0.0196	0.998
Lung-AdenoCA@SP54363	42875	0.99	5670.989	13.227	86.773	974.988	14.426	85.574	0.0195	0.982
Lung-AdenoCA@SP53810	185584	0.994	22149.277	11.935	88.065	3481.826	11.019	88.981	0.0131	0.991
Lung-AdenoCA@SP50518	6317	0.981	1243.372	19.683	80.31700000000001	162.943	19.646	80.354	0.0328	0.95
Lung-AdenoCA@SP56303	15716	0.991	2192.735	13.952	86.048	293.559	13.566	86.434	0.026	0.98
Lung-AdenoCA@SP55711	7859	0.984	1590.643	20.24	79.76	210.025	17.67	82.33	0.0417	0.971
Lung-AdenoCA@SP55509	66135	0.981	12847.97	19.427	80.57300000000001	2002.645	19.365	80.635	0.0427	0.968
Lung-AdenoCA@SP55309	1798	0.966	519.344	28.885	71.115	76.363	26.558	73.44200000000001	0.0829	0.943
Lung-AdenoCA@SP52607	4008	0.967	1127.685	28.136	71.864	160.964	26.461	73.539	0.086	0.944
Lung-AdenoCA@SP52667	33457	0.988	4799.61	14.346	85.654	772.437	15.443	84.557	0.02	0.977
Lung-AdenoCA@SP51446	5589	0.966	1476.121	26.411	73.589	199.783	25.885	74.115	0.0602	0.926
Lung-AdenoCA@SP50592	5066	0.972	1183.592	23.363	76.637	172.411	24.179	75.821	0.0505	0.942
Lung-AdenoCA@SP53073	23381	0.982	4380.276	18.734	81.26599999999999	586.166	19.031	80.969	0.027	0.956
Lung-SCC@SP56638	42193	0.982	7825.568	18.547	81.453	1101.828	18.92	81.08	0.028	0.961
Lung-SCC@SP56537	40115	0.957	10287.663	25.645	74.355	1579.473	29.063	70.937	0.05	0.9
Lung-SCC@SP57586	36265	0.969	8160.89	22.503	77.497	1155.82	25.17	74.83	0.0415	0.915
Lung-SCC@SP56541	43441	0.989	5977.134	13.759	86.241	994.106	15.012	84.988	0.0176	0.98
Lung-SCC@SP56553	133882	0.997	16099.33	12.025	87.975	2212.565	7.654	92.346	0.0186	0.996
Lung-SCC@SP56771	12280	0.975	2461.362	20.044	79.956	343.716	22.081	77.919	0.0293	0.929
Lung-SCC@SP57941	75502	0.976	14999.61	19.867	80.133	2479.884	21.876	78.124	0.0349	0.955
Lung-SCC@SP57818	50099	0.983	7791.055	15.551	84.449	1430.696	18.13	81.87	0.02	0.971
Lung-SCC@SP56460	30279	0.982	5360.602	17.704	82.29599999999999	882.282	18.962	81.038	0.0302	0.968
Lung-SCC@SP56474	18243	0.978	4633.362	25.398	74.602	682.77	22.16	77.84	0.0688	0.967
Lung-SCC@SP56704	53748	0.979	10629.101	19.776	80.224	1470.416	20.692	79.30799999999999	0.0329	0.948
Lung-SCC@SP56533	21610	0.974	4412.543	20.419	79.581	623.113	22.961	77.039	0.0313	0.923
Lung-SCC@SP56730	35592	0.976	7124.452	20.017	79.983	998.582	21.868	78.132	0.0314	0.935
Lung-SCC@SP59245	55120	0.991	8552.649	15.516	84.484	1156.242	13.911	86.089	0.0228	0.983
Lung-SCC@SP57024	23478	0.977	4675.868	19.916	80.084	647.93	21.32	78.68	0.0295	0.939
Lung-SCC@SP57933	57547	0.983	10235.854	17.787	82.213	1496.515	18.868	81.132	0.0286	0.963
Lung-SCC@SP56754	30083	0.981	5241.446	17.423	82.577	819.105	19.594	80.406	0.026	0.958
Lung-SCC@SP56827	45419	0.981	8033	17.686	82.314	1230.636	19.442	80.55799999999999	0.0273	0.959
Lung-SCC@SP57084	42669	0.981	7414.477	17.377	82.623	1081.478	19.468	80.532	0.0247	0.953
Lung-SCC@SP57538	39949	0.973	8655.068	21.665	78.33500000000001	1183.502	23.377	76.623	0.0402	0.926
Lung-SCC@SP57735	43646	0.981	8208.783	18.808	81.19200000000001	1137.615	19.564	80.436	0.0277	0.954
Lung-SCC@SP57669	50722	0.978	10388.459	20.481	79.519	1395.083	21.061	78.939	0.0326	0.947
Lung-SCC@SP56566	23230	0.996	2816.58	12.125	87.875	440.762	8.633	91.367	0.0173	0.995
Lung-SCC@SP56569	34815	0.979	6842.256	19.653	80.34700000000001	956.822	20.937	79.063	0.0303	0.947
Lung-SCC@SP58342	74224	0.96	15058.43	20.288	79.712	2833.252	28.103	71.89699999999999	0.0608	0.908
Lung-SCC@SP58349	46806	0.961	12291.258	26.26	73.74	1644.015	28.63	71.37	0.0559	0.887
Lung-SCC@SP56644	48595	0.979	8680.531	17.863	82.137	1317.222	20.605	79.395	0.0262	0.948
Lung-SCC@SP57629	30786	0.946	7822.804	25.41	74.59	1305.205	32.568	67.432	0.0552	0.854
Lung-SCC@SP56941	5370	0.996	906.809	16.887	83.113	122.234	9.044	90.956	0.0429	0.995
Lung-SCC@SP57619	53782	0.978	9789.769	18.203	81.797	1573.792	20.901	79.099	0.0269	0.953
Lung-SCC@SP58245	59177	0.97	13827.124	23.366	76.634	1887.718	24.51	75.49	0.0411	0.921
Lung-SCC@SP57251	52103	0.98	9815.47	18.839	81.161	1420.531	20.312	79.688	0.031	0.953
Lung-SCC@SP56502	45460	0.986	6939.514	15.265	84.735	1048.86	16.78	83.22	0.0197	0.969
Lung-SCC@SP58668	65970	0.978	12954.848	19.637	80.363	1803.749	21.09	78.91	0.0343	0.946
Lung-SCC@SP58101	39530	0.974	8512.425	21.534	78.46600000000001	1141.467	23.138	76.862	0.0357	0.923
Lung-SCC@SP58991	28358	0.97	5828.401	20.553	79.447	884.907	24.441	75.559	0.0352	0.919
Lung-SCC@SP56607	21236	0.974	4341.45	20.444	79.556	623.641	23.039	76.961	0.0344	0.927
Lung-SCC@SP58326	71525	0.972	16174.385	22.614	77.386	2299.127	23.73	76.27	0.0409	0.935
Lung-SCC@SP57267	51391	0.976	10050.019	19.556	80.444	1497.145	21.947	78.053	0.0308	0.94
Lung-SCC@SP57066	57913	0.983	9872.158	17.047	82.953	1441.168	18.293	81.707	0.0234	0.963
Lung-SCC@SP57901	28791	0.979	5238.469	18.195	81.805	745.451	20.468	79.532	0.0266	0.939
Lung-SCC@SP57651	18284	0.98	3643.74	19.929	80.071	484.403	20.782	79.218	0.0347	0.948
Lung-SCC@SP57450	25111	0.981	6657.26	26.511	73.489	996.577	20.04	79.96000000000001	0.0914	0.974
Lung-SCC@SP57846	53964	0.995	6586.631	12.206	87.794	888.923	9.593	90.407	0.0147	0.993
Lung-SCC@SP58612	28212	0.961	6165.898	21.856	78.144	985.928	27.734	72.26599999999999	0.0464	0.887
Lung-SCC@SP56821	31217	0.97	7148.897	22.901	77.099	1005.195	24.74	75.26	0.0417	0.921
Lung-SCC@SP58882	23970	0.974	5124.361	21.378	78.622	696.638	22.947	77.053	0.0383	0.924
Lung-SCC@SP57189	113846	0.983	20389.941	17.91	82.09	3007.885	18.634	81.366	0.0253	0.963
Lymph-BNHL@SP127630	11525	0.968	2680.17	23.255	76.745	371.958	24.932	75.068	0.047	0.914
Lymph-BNHL@SP127634	34270	0.983	7546.925	22.022	77.97800000000001	1109.544	18.263	81.737	0.0528	0.975
Lymph-BNHL@SP127636	17673	0.989	2640.515	14.941	85.059	359.975	14.987	85.013	0.0196	0.976
Lymph-BNHL@SP127628	6977	0.975	1432.553	20.533	79.467	200.378	22.783	77.217	0.0364	0.933
Lymph-BNHL@SP127640	17374	0.978	3291.407	18.944	81.056	440.787	20.861	79.139	0.0306	0.926
Lymph-BNHL@SP127638	9775	0.968	2276.513	23.289	76.711	319.556	25.076	74.924	0.0488	0.917
Lymph-BNHL@SP127632	20536	0.972	4617.456	22.485	77.515	619.737	23.541	76.459	0.0448	0.922
Lymph-BNHL@SP59388	4013	0.978	797.19	19.865	80.135	111.363	21.254	78.746	0.0381	0.944
Lymph-BNHL@SP116649	23055	0.97	5648.868	24.502	75.498	901.469	24.944	75.056	0.0641	0.949
Lymph-BNHL@SP59416	5654	0.941	1832.169	32.405	67.595	241.617	34.177	65.82300000000001	0.096	0.824
Lymph-BNHL@SP124977	9738	0.973	2179.464	22.381	77.619	287.741	23.306	76.694	0.0494	0.921
Lymph-BNHL@SP59356	7453	0.958	1970.399	26.438	73.562	265.969	29.328	70.672	0.0778	0.862
Lymph-BNHL@SP116612	10119	0.972	2319.825	22.925	77.075	305.858	23.567	76.43299999999999	0.0525	0.926
Lymph-BNHL@SP116659	12857	0.909	4691.389	36.489	63.511	701.477	44.404	55.596	0.1257	0.751
Lymph-BNHL@SP116668	66901	0.968	21833.486	32.636	67.364	4049.281	25.36	74.64	0.0898	0.961
Lymph-BNHL@SP116630	11505	0.971	2698.915	23.459	76.541	399.322	23.825	76.175	0.0567	0.944
Lymph-BNHL@SP59412	13890	0.983	2550.823	18.364	81.636	336.51	18.402	81.598	0.0326	0.957
Lymph-BNHL@SP116686	11018	0.977	2114.454	19.191	80.809	296.038	21.174	78.826	0.0339	0.935
Lymph-BNHL@SP116694	11834	0.916	3939.367	33.289	66.711	577.269	40.92	59.08	0.1086	0.683
Lymph-BNHL@SP116712	1607	0.951	478.116	29.752	70.248	67.547	31.782	68.218	0.086	0.885
Lymph-BNHL@SP116726	14232	0.97	3272.825	22.996	77.004	438.82	24.65	75.35	0.053	0.912
Lymph-BNHL@SP116723	4122	0.939	1345.58	32.644	67.356	178.709	35.119	64.881	0.0977	0.81
Lymph-BNHL@SP59276	2470	0.96	699.317	28.312	71.688	95.25	28.149	71.851	0.0668	0.907
Lymph-BNHL@SP116703	6825	0.968	1546.098	22.653	77.34700000000001	213.316	25.304	74.696	0.059	0.897
Lymph-BNHL@SP59312	16330	0.977	3239.865	19.84	80.16	441.14	21.572	78.428	0.0366	0.931
Lymph-BNHL@SP116701	10000	0.961	2639.894	26.399	73.601	347.958	27.945	72.055	0.0588	0.877
Lymph-BNHL@SP59296	2302	0.956	641.636	27.873	72.127	85.86	29.536	70.464	0.0719	0.868
Lymph-BNHL@SP59280	5300	0.971	1250.879	23.601	76.399	167.684	24.016	75.98400000000001	0.055	0.927
Lymph-BNHL@SP59344	3149	0.977	773.522	24.564	75.436	111.894	21.712	78.288	0.0626	0.964
Lymph-BNHL@SP59460	9112	0.955	2362.756	25.93	74.07	347.513	30.525	69.475	0.0602	0.874
Lymph-BNHL@SP59404	2282	0.961	568.556	24.915	75.08500000000001	85.253	28.469	71.531	0.0521	0.904
Lymph-BNHL@SP116709	5258	0.957	1473.709	28.028	71.97200000000001	193.922	29.623	70.377	0.0772	0.874
Lymph-BNHL@SP59448	28523	0.961	7549.369	26.468	73.532	1005.089	27.634	72.366	0.0599	0.888
Lymph-BNHL@SP116614	10504	0.978	2155.722	20.523	79.477	274.27	20.891	79.10900000000001	0.0406	0.934
Lymph-BNHL@SP59464	4522	0.941	1487.613	32.897	67.10300000000001	192.969	34.634	65.366	0.1006	0.817
Lymph-BNHL@SP59364	9197	0.959	2492.242	27.098	72.902	318.876	28.999	71.001	0.066	0.857
Lymph-BNHL@SP116663	17039	0.964	4429.669	25.997	74.003	600.857	26.937	73.063	0.0662	0.908
Lymph-BNHL@SP59444	6661	0.945	1969.796	29.572	70.428	293.75	33.395	66.60499999999999	0.0749	0.868
Lymph-BNHL@SP116690	25558	0.983	4939.79	19.328	80.672	655.318	18.223	81.777	0.0341	0.964
Lymph-BNHL@SP59270	1959	0.956	587.957	30.013	69.987	78.177	29.477	70.523	0.0773	0.894
Lymph-BNHL@SP59352	10012	0.934	3110.679	31.07	68.93	436.163	36.372	63.628	0.0908	0.764
Lymph-BNHL@SP116652	1742	0.963	424.93	24.393	75.607	62.007	27.153	72.84700000000001	0.0647	0.908
Lymph-BNHL@SP116715	33100	0.979	6489.055	19.604	80.396	884.998	20.408	79.592	0.0386	0.946
Lymph-BNHL@SP116718	8794	0.973	1884.819	21.433	78.56700000000001	256.564	23.196	76.804	0.0375	0.924
Lymph-BNHL@SP116720	7425	0.934	2462.426	33.164	66.836	350.157	37.495	62.505	0.0976	0.824
Lymph-BNHL@SP59284	3940	0.967	873.016	22.158	77.842	130.261	25.824	74.176	0.0474	0.908
Lymph-BNHL@SP116618	11134	0.972	2304.804	20.701	79.299	334.335	23.367	76.633	0.0399	0.924
Lymph-BNHL@SP59436	3014	0.933	1043.654	34.627	65.37299999999999	143.028	38.26	61.74	0.106	0.822
Lymph-BNHL@SP116645	12822	0.95	3550.344	27.689	72.311	490.384	31.506	68.494	0.0728	0.823
Lymph-BNHL@SP59320	7024	0.954	1818.439	25.889	74.111	267.587	30.263	69.737	0.0669	0.861
Lymph-BNHL@SP116672	3556	0.945	1070.888	30.115	69.885	148.222	32.867	67.13300000000001	0.0872	0.841
Lymph-BNHL@SP116635	7684	0.952	2123.535	27.636	72.364	289.325	30.793	69.207	0.0712	0.839
Lymph-BNHL@SP59328	3668	0.971	810.278	22.09	77.91	107.973	23.866	76.134	0.0453	0.908
Lymph-BNHL@SP116627	3314	0.947	1031.87	31.137	68.863	148.438	32.056	67.944	0.0833	0.883
Lymph-BNHL@SP116725	2082	0.976	441.492	21.205	78.795	62.867	22.198	77.80199999999999	0.0442	0.944
Lymph-BNHL@SP59292	4175	0.951	1220.716	29.239	70.761	162.611	31.153	68.84700000000001	0.0869	0.855
Lymph-BNHL@SP116683	9648	0.966	2174.57	22.539	77.461	300.984	25.815	74.185	0.0472	0.88
Lymph-BNHL@SP59372	5568	0.93	1959.751	35.197	64.803	260.888	36.784	63.216	0.0951	0.792
Lymph-BNHL@SP116610	17408	0.958	4555.357	26.168	73.832	609.127	29.181	70.819	0.0614	0.847
Lymph-BNHL@SP116638	4237	0.963	1083.076	25.562	74.438	143.491	27.476	72.524	0.0627	0.884
Lymph-BNHL@SP59336	2432	0.965	586.464	24.114	75.886	83.026	26.761	73.239	0.0523	0.904
Lymph-BNHL@SP124971	16708	0.983	2969.766	17.775	82.225	395.886	18.913	81.087	0.027	0.953
Lymph-BNHL@SP116665	2496	0.953	736.835	29.521	70.479	99.411	30.284	69.71600000000001	0.0796	0.878
Lymph-BNHL@SP116674	6066	0.958	1735.162	28.605	71.395	224.287	28.819	71.181	0.0701	0.887
Lymph-BNHL@SP116657	22238	0.963	5777.387	25.98	74.02	772.065	27.232	72.768	0.0596	0.895
Lymph-BNHL@SP116670	17627	0.959	4976.943	28.235	71.765	664.984	28.348	71.652	0.0673	0.898
Lymph-BNHL@SP116642	16744	0.955	5029.385	30.037	69.963	694.029	30.029	69.971	0.0844	0.902
Lymph-BNHL@SP116606	19934	0.938	6657.271	33.397	66.60300000000001	961.323	34.841	65.15899999999999	0.0923	0.858
Lymph-BNHL@SP116604	7210	0.946	2202.668	30.55	69.45	297.54	32.989	67.011	0.0875	0.843
Lymph-BNHL@SP59376	1950	0.956	588.033	30.156	69.844	79.171	29.404	70.596	0.0786	0.9
Lymph-BNHL@SP59272	2553	0.966	650.053	25.462	74.538	86.932	25.999	74.001	0.0532	0.911
Lymph-BNHL@SP124969	22978	0.977	4194.122	18.253	81.747	650.393	21.563	78.437	0.0328	0.941
Lymph-BNHL@SP116608	7243	0.956	1973.645	27.249	72.751	302.963	29.245	70.755	0.0621	0.909
Lymph-BNHL@SP59396	2069	0.96	616.412	29.793	70.207	80.491	28.171	71.82900000000001	0.0845	0.911
Lymph-BNHL@SP116688	3681	0.937	1161.087	31.543	68.457	173.833	36.079	63.921	0.10780000000000001	0.849
Lymph-BNHL@SP59392	1809	0.949	543.76	30.059	69.941	78.345	31.804	68.196	0.0847	0.881
Lymph-BNHL@SP59456	7645	0.953	2162.628	28.288	71.712	301.891	30.334	69.666	0.0661	0.875
Lymph-BNHL@SP59348	9148	0.928	3038.474	33.215	66.785	418.74	38.13	61.87	0.1027	0.744
Lymph-BNHL@SP59300	13724	0.974	3057.262	22.277	77.723	403.296	22.795	77.205	0.0433	0.932
Lymph-BNHL@SP59340	5271	0.954	1517.004	28.78	71.22	203.473	30.36	69.64	0.0823	0.871
Lymph-BNHL@SP59380	3384	0.917	1309.186	38.688	61.312	182.067	42.7	57.3	0.132	0.795
Lymph-BNHL@SP59440	6829	0.972	1607.177	23.535	76.465	221.693	23.354	76.646	0.05	0.939
Lymph-BNHL@SP59428	3098	0.959	818.021	26.405	73.595	112.556	28.571	71.429	0.0687	0.884
Lymph-BNHL@SP59400	19774	0.958	5798.742	29.325	70.675	806.769	28.795	71.205	0.0683	0.91
Lymph-BNHL@SP116624	6110	0.961	1444.295	23.638	76.362	212.12	28.024	71.976	0.0529	0.876
Lymph-BNHL@SP59432	4275	0.942	1380.834	32.3	67.7	182.707	34.011	65.989	0.0991	0.828
Lymph-BNHL@SP59452	24195	0.963	6508.397	26.9	73.1	985.3	27.62	72.38	0.0694	0.931
Lymph-BNHL@SP116679	3556	0.934	1118.986	31.468	68.532	168.751	36.444	63.556	0.0722	0.832
Lymph-BNHL@SP116676	30194	0.979	5340.551	17.687	82.313	775.132	20.541	79.459	0.0285	0.935
Lymph-BNHL@SP59360	7864	0.98	1653.316	21.024	78.976	222.796	19.95	80.05	0.0454	0.958
Lymph-BNHL@SP59384	4042	0.976	868.383	21.484	78.51599999999999	113.233	22.503	77.497	0.0422	0.934
Lymph-BNHL@SP59332	3725	0.974	792.091	21.264	78.736	106.142	22.506	77.494	0.0411	0.926
Lymph-BNHL@SP116616	7898	0.903	2971.544	37.624	62.376	447.533	45.272	54.728	0.1434	0.74
Lymph-BNHL@SP124981	7247	0.982	1282.598	17.698	82.30199999999999	170.884	19.146	80.854	0.0314	0.943
Lymph-BNHL@SP59368	25277	0.988	5042.769	19.95	80.05	675.388	15.741	84.259	0.0442	0.981
Lymph-BNHL@SP116648	28529	0.964	7481.963	26.226	73.774	1008.287	26.695	73.305	0.0587	0.908
Lymph-BNHL@SP59420	4053	0.917	1408.836	34.76	65.24000000000001	210.111	41.762	58.238	0.122	0.766
Lymph-BNHL@SP116706	11162	0.955	3041.099	27.245	72.755	408.236	30.377	69.623	0.0753	0.846
Lymph-BNHL@SP116654	5556	0.944	1725.422	31.055	68.945	232.389	33.717	66.283	0.0968	0.831
Lymph-BNHL@SP59308	3904	0.966	988.42	25.318	74.682	127.98	26.044	73.956	0.0536	0.9
Lymph-BNHL@SP59288	15263	0.977	3667.589	24.029	75.971	531.362	21.336	78.664	0.0514	0.962
Lymph-BNHL@SP116622	3061	0.949	924.343	30.197	69.803	121.413	31.983	68.017	0.0889	0.841
